title,book_name,author,num_chapters,num_tokens,cleaned?,outline,processed,pub_year,genres,summary
"The Marble Faun; Or, The Romance of Monte Beni - Volume 2",2182,Nathaniel Hawthorne,27,110849,False,False,False,,,"In June, the sculptor Kenyon arrives at an ancient country house in Tuscany, resembling a castle, to visit his friend Donatello, the young Count of Monte Beni. The setting is picturesque, with the villa overlooking a spacious valley framed by the Apennines. Kenyon has left Rome, which becomes inhospitable in the summer, seeking inspiration in the Tuscan hills. As he approaches the villa, he is welcomed by Donatello, who seems changed from the carefree youth Kenyon once knew in Rome. Donatello's demeanor is now marked by gravity and introspection.

The villa, with its gray tower and modern extensions, serves as a backdrop for Kenyon's visit. Donatello, who once embodied the spirit of a Faun, now bears the weight of a mysterious sorrow. Kenyon notices that Donatello's household is small, consisting only of a few elderly servants, Tomaso and Stella, and a cook, Girolamo. Despite the villa's grandeur, it feels empty and melancholic.

As Kenyon and Donatello converse, it becomes apparent that Donatello is struggling with a profound inner turmoil. He is haunted by a sense of guilt and remorse, which has transformed his once joyous nature. Kenyon, aware of Donatello's past, tries to understand the depth of his friend's anguish. The narrative reveals that Donatello's life has been irrevocably altered by a crime he committed, which has awakened his conscience and led to a painful self-awareness.

Meanwhile, Hilda, a young artist and mutual friend, has been living in Rome, maintaining a solitary existence. She is burdened by a secret involving a crime she witnessed, which has isolated her from her friends. Hilda's deep sense of morality and her struggle with the knowledge of the crime create a shadow over her life. The narrative explores her internal conflict and the impact of the secret on her relationships, particularly with Kenyon, who harbors feelings for her.

As the story unfolds, Kenyon becomes involved in a quest to understand the mystery surrounding Hilda's disappearance and Donatello's transformation. He learns that Hilda has been taken to a religious establishment, possibly for her protection, but the circumstances are shrouded in secrecy. Kenyon's efforts to uncover the truth are intertwined with his own emotional journey, as he grapples with his feelings for Hilda and his role in the unfolding drama.

Throughout the narrative, the themes of guilt, redemption, and the struggle for moral clarity are explored. Donatello's character embodies the conflict between his innate innocence and the burden of his actions, while Hilda represents the moral compass that guides the characters through their trials. Kenyon, as an observer and participant, seeks to reconcile the complexities of human nature and the consequences of sin.

The story culminates in a resolution where the characters confront their past actions and seek a path towards redemption. Donatello and Hilda's fates are intertwined, and their journey reflects the broader themes of forgiveness and the possibility of spiritual renewal. As Kenyon prepares to leave Monte Beni, he reflects on the changes in his friends and the impact of their shared experiences, hopeful for a future where they can find peace and happiness."
Three men on the bummel,2183,Jerome K. Jerome,14,93705,False,False,False,,,"The narrative begins with the protagonist discovering an advertisement for a yacht named ""Rogue,"" which seems to be an ideal opportunity for a family adventure. Ethelbertha, the protagonist's wife, is enthusiastic about the trip, although her primary concern is whether the dressmaker can finish her yachting costume in time. The plan is for the couple to spend some time alone on the yacht, as their honeymoon had been somewhat curtailed. The protagonist arranges to hire the yacht for a fortnight, keeping the current skipper, Mr. Goyles, who is recommended by Mr. Pertwee, the agent.

The protagonist travels to Harwich to meet Mr. Goyles, who is described as a stout man with a fatherly demeanor. They discuss the trip, which involves visiting the Dutch islands and then creeping up to Norway. Mr. Goyles appears enthusiastic and suggests a substantial amount of provisions, which the protagonist finds surprising. However, he agrees to the skipper's suggestions, despite feeling that he is providing for the crew for the winter.

The protagonist and Ethelbertha board the yacht on Monday, dressed in their yachting attire. Mr. Goyles informs them that lunch is ready, and the protagonist acknowledges the cook's capabilities. The plan is to weigh anchor after lunch, but the crew seems to be taking their time. Eventually, Captain Goyles explains that they cannot set sail due to the wind blowing off the land, which he considers dangerous.

Over the next few days, the yacht remains anchored due to unfavorable winds, and the couple spends their time in Harwich. Ethelbertha grows increasingly frustrated with the situation, and the protagonist reflects on the monotony of life at anchor. On Friday, the wind changes direction, but Captain Goyles still deems it unsafe to sail. The protagonist becomes exasperated with the situation and questions the yacht's seaworthiness.

Finally, the protagonist encounters two yachting friends who take charge of the yacht, allowing the couple to escape Harwich. They sail to Aldborough and then to Yarmouth, where the protagonist decides to abandon the yacht. The stores are sold by auction on Yarmouth sands, and the protagonist returns to London by train, having lost faith in yachting and skippers like Mr. Goyles.

The narrative then shifts to a discussion among the protagonist, Harris, and George about planning a holiday. They consider various options, including a walking tour in Scotland and a bicycle tour through the Black Forest in Germany. Harris suggests the Black Forest, and the group agrees to a bicycle tour, despite George's concern about the uphill terrain.

In preparation for the trip, the protagonist reflects on the challenges of packing and organizing the journey. Harris and the protagonist discuss the tandem bicycle they plan to use, with Harris expressing reluctance to carry George all the way. They also consider the logistics of sending their luggage ahead to each destination.

The group sets off on their adventure, encountering various humorous situations along the way, including misunderstandings with foreign languages and cultural differences. They navigate through Germany, experiencing the local customs and landscapes, while also dealing with the challenges of traveling together.

Throughout the journey, the narrative is interspersed with anecdotes and reflections on the nature of travel, the quirks of different cultures, and the dynamics of friendship and marriage. The protagonist's dry wit and observational humor provide a light-hearted commentary on the ups and downs of their adventure.

Ultimately, the narrative captures the essence of a leisurely and often comical exploration of foreign lands, highlighting the joys and frustrations of travel, as well as the enduring bonds of friendship and companionship."
An Iceland Fisherman,2196,Pierre Loti,53,80111,False,False,False,,,"In a coastal village in Brittany, the lives of fishermen and their families revolve around the perilous journeys to Iceland for the cod fisheries. The story follows Gaud Mevel, a beautiful and proud young woman who has returned to her roots after living in Paris. Gaud falls deeply in love with Yann Gaos, a handsome and strong fisherman, known for his wild and independent nature.

Yann, who has promised himself to the sea, is hesitant to marry despite his feelings for Gaud. His stubbornness and the influence of his friends and family prevent him from acknowledging his love. Gaud, meanwhile, waits patiently, hoping for Yann to come to her. Her patience is tested as she endures the long absence of the fishermen during the Icelandic fishing season.

The narrative explores the rugged life of the fishermen, their close-knit community, and the ever-present danger of the sea. The men are described as brave and noble, living by the rhythms of the ocean. The women, left behind, are portrayed as resilient and supportive, managing their households and waiting anxiously for their loved ones' return.

As the story unfolds, Gaud and Yann's paths intertwine, and they eventually confess their love for each other. They marry, but their happiness is short-lived as Yann must soon return to the sea. Gaud is left alone, filled with a mix of hope and dread, as she waits for his return.

The novel also highlights the bond between Yann and his cousin Sylvestre Moan, who is conscripted into the navy and sent to China. Sylvestre, a gentle and kind-hearted young man, shares a close relationship with his grandmother, Yvonne Moan, who raised him after his parents' death. Yvonne's character adds depth to the narrative, representing the older generation's wisdom and the enduring strength of family ties.

Tragedy strikes when Yann's ship, the _Leopoldine_, is lost at sea during a storm. Gaud, devastated by the news, struggles with her grief and the harsh reality of life without Yann. The novel portrays her emotional turmoil and the impact of Yann's loss on the community, emphasizing the sea's dual role as both a provider and a destroyer.

Through vivid descriptions and rich character development, the story captures the essence of Breton life, the harsh beauty of the sea, and the deep-seated traditions that bind the community. The narrative is a poignant exploration of love, loss, and the enduring human spirit in the face of nature's relentless power."
"""Captains Courageous"": A Story of the Grand Banks",2225,Rudyard Kipling,10,81908,False,False,False,,,"The story revolves around Harvey Cheyne, a spoiled and wealthy fifteen-year-old boy, who falls overboard from a luxury liner in the North Atlantic. He is rescued by a fishing schooner, ""We're Here,"" captained by Disko Troop. The crew includes Disko's son Dan, Long Jack, Tom Platt, Manuel, Uncle Salters, Penn, and the cook. Initially, Harvey is arrogant and refuses to work, but after being knocked down by Disko, he decides to adapt to the life of a fisherman.

Harvey learns the ropes of fishing, becomes friends with Dan, and earns the respect of the crew. He discovers the harsh realities of the fishing life, including the dangers of the sea and the camaraderie among the fishermen. The schooner encounters various challenges, including fog, storms, and a ghostly encounter with a dead French sailor. Despite the hardships, Harvey grows fond of the life and the crew.

Meanwhile, Harvey's parents, Mr. and Mrs. Cheyne, are devastated by his disappearance. Mrs. Cheyne is inconsolable, while Mr. Cheyne, a multimillionaire, is overwhelmed by his responsibilities and the loss of his son. When they receive a telegram from Harvey, they are overjoyed and immediately arrange to travel to Gloucester, where the ""We're Here"" is headed.

Upon reaching Gloucester, Harvey is reunited with his parents, who are amazed by his transformation. Mr. Cheyne is grateful to Disko and the crew for saving his son and offers to take Dan under his wing, promising to provide for his education and future. Harvey's parents are impressed by the fishermen's resilience and hospitality, and Mrs. Cheyne is particularly moved by the kindness and simplicity of their lives.

The story concludes with Harvey's parents offering to take him back to their life of luxury, but Harvey, now matured and responsible, has gained a new perspective on life. The experience has taught him the value of hard work, friendship, and humility. The Cheynes express their gratitude to the crew, and Harvey leaves with his parents, forever changed by his time on the ""We're Here."""
A Damsel in Distress,2233,P. G. Wodehouse,27,110164,False,False,False,,,"In the novel, the story unfolds at Belpher Castle in Hampshire, home to the Marshmoreton family. The current Earl, Lord Marshmoreton, is a widower with two children: Percy Wilbraham Marsh, Lord Belpher, and Lady Patricia Maud Marsh. The castle is managed by Lady Caroline Byng, Lord Marshmoreton's sister, who is determined to manage the family's affairs, including Maud's marital prospects.

The plot thickens when George Bevan, a successful American composer, becomes infatuated with Lady Maud after a chance encounter in a taxi in London. Maud, however, is entangled in a romantic affair with Geoffrey Raymond, a man her family disapproves of due to his lack of wealth and title. The family, particularly Lady Caroline and Percy, are intent on Maud marrying someone of higher social standing, like Reggie Byng, Lady Caroline's stepson.

George, determined to win Maud's love, moves to a cottage near Belpher Castle to be closer to her. Meanwhile, Maud is confined to the castle under the watchful eyes of her family, who are unaware of her secret love for Geoffrey. Despite the odds, George becomes a confidant and ally to Maud, offering to help her communicate with Geoffrey. However, Maud's feelings become conflicted as she grows fond of George's kindness and support.

The narrative is further complicated by various comedic and romantic entanglements involving the castle's staff and visitors. Billie Dore, a chorus girl and friend of George, provides comic relief and assists in the unfolding drama.

The climax builds as Lord Marshmoreton inadvertently announces Maud's engagement to George during a dinner party, believing it to be a strategic move to resolve the family's issues. This announcement throws George into a whirlwind of emotions, as he realizes the depth of his feelings for Maud.

Ultimately, the story resolves with Maud recognizing her true feelings for George, deciding to break free from her family's constraints and societal expectations. The novel concludes with a comedic twist, highlighting the themes of love, societal pressures, and the pursuit of happiness against all odds."
"The Angel and the Author, and Others",2368,Jerome K. Jerome,20,66769,False,False,False,,,"In a whimsical and satirical exploration of societal norms, the narrative unfolds through a series of chapters, each delving into different aspects of human behavior and cultural phenomena. The story begins with a dream of a man flying with the Recording Angel, reflecting on his virtuous deeds and the irony of them being recorded as sins. This sets the tone for a critique of societal hypocrisy, particularly during Christmas when people perform noble deeds for appearances rather than genuine goodwill.

The narrative then shifts to a humorous examination of waiters, contrasting the slow, dignified British railway refreshment-room waiter with the more dynamic foreign waiter, who often struggles with language barriers and cultural misunderstandings. This serves as a metaphor for the broader theme of communication and the challenges of navigating different social expectations.

Women and their evolving roles are another focal point, as the narrative critiques the superficiality of societal expectations and the constraints placed on women by traditional roles. The story highlights the absurdity of these expectations through various anecdotes, questioning the notion of the ""higher life"" that some women seek, which often amounts to trivial pursuits rather than meaningful contributions.

A recurring theme is the critique of societal conventions, such as the institution of marriage, which is portrayed both romantically and comically. The narrative questions the idealized notions of love and partnership, suggesting that real-life relationships require more than just adherence to societal norms.

The narrative also touches on the nature of heroism, mocking the unrealistic portrayal of heroes in popular literature and questioning the societal obsession with superficial markers of gentility, such as clothing and manners. This critique extends to the depiction of ghosts and spirits, where the author expresses skepticism about the dull and unimaginative nature of supposed supernatural encounters.

A philosophical thread runs through the narrative, exploring the concept of suffering and the human tendency to seek meaning in adversity. The narrative suggests that true wisdom lies in accepting life's inevitable challenges with grace and humor.

Finally, the narrative addresses the issue of work and leisure in modern society, lamenting the lack of meaningful engagement among those with the privilege of leisure. It questions the societal value placed on sports and recreation, arguing that the privileged class often squanders its potential to contribute to the greater good.

Through wit and irony, the narrative offers a critique of various societal norms and behaviors, encouraging readers to reflect on the absurdities of life and the importance of authenticity and meaningful engagement."
The Woman-Haters,2372,Joseph Crosby Lincoln,17,96849,False,False,False,,,"Seth Atkins, the keeper of Eastboro Twin-Lights, is a solitary figure living on a desolate stretch of Cape Cod. His life is disrupted when he discovers a stranger washed ashore near the lighthouse. The stranger, who introduces himself as John Brown, is a young man who fell overboard from a steamer. Despite his mysterious past and reluctance to divulge personal details, Brown is taken in by Seth and becomes his assistant. The two men form an uneasy alliance, each hiding their own secrets and pasts.

Seth, a former sea captain, is a self-proclaimed woman-hater, a sentiment stemming from his troubled marriage to a woman named Emeline. He left her after a series of misunderstandings and disputes involving her brother-in-law, Bennie D., who manipulated and caused discord in their marriage. Seth has since sought refuge in the isolation of the lighthouse, away from women and society.

Brown, on the other hand, is also escaping from his past. He is the disinherited son of a wealthy man, having left his privileged life after refusing an arranged marriage to a girl he did not love. His fall overboard was both literal and metaphorical, representing his break from his former life. He finds solace in the anonymity of the lighthouse, though he struggles with his own loneliness and the monotony of the job.

The arrival of two women at a nearby bungalow—Ruth Graham, an artist, and her housekeeper, Mrs. Bascom—complicates matters. Brown, despite his vow to avoid women, finds himself drawn to Ruth. Their initial encounters are marked by mutual curiosity and a developing friendship, which challenges Brown's resolve to remain detached.

Seth, meanwhile, is shocked to discover that Mrs. Bascom is none other than his estranged wife, Emeline. This revelation forces him to confront his past and the unresolved issues in his marriage. Emeline, who had been living separately, is also taken aback by the encounter but still harbors feelings for Seth.

As the story unfolds, both men grapple with their pasts and the women who inadvertently become part of their lives. Seth, despite his bluster, is revealed to be a man yearning for connection and redemption. Brown, initially intent on hiding from the world, begins to reconsider his isolation as he grows closer to Ruth.

The narrative explores themes of redemption, the complexity of human relationships, and the struggle between past grievances and the possibility of new beginnings. In the end, Seth and Brown must decide whether to continue running from their pasts or to embrace the chance for reconciliation and change offered by the women who have entered their lives. The lighthouse, a symbol of isolation, becomes a place of potential renewal and hope for both men."
Doña Perfecta,2462,Benito Pérez Galdós,32,106950,False,False,False,,,"In a small town called Orbajosa, the narrative unfolds with the arrival of Pepe Rey, a young engineer from Madrid, who comes to visit his aunt, Doña Perfecta, and his cousin, Rosario. Pepe's visit is not just familial; it is also a potential courtship, as there is an understanding that he might marry Rosario. The setting is a place of stark contrasts, with its rich historical backdrop and deeply rooted traditions juxtaposed against Pepe's modern, scientific outlook.

Pepe is warmly received by Doña Perfecta, who, despite her outward kindness, harbors a complex and manipulative nature. She is a deeply religious woman, and her views are in stark opposition to Pepe’s progressive and scientific mindset. The town of Orbajosa itself is steeped in religious fervor and suspicion of outsiders, which sets the stage for conflict.

As Pepe settles in, he begins to develop a deep affection for Rosario, who reciprocates his feelings. However, their budding romance is overshadowed by Doña Perfecta's growing hostility towards Pepe. She perceives his modern ideas as a threat to her traditional values and the religious sanctity of her household. This tension is exacerbated by the influence of Don Inocencio, the local Penitentiary, who shares Doña Perfecta's conservative views and becomes an ally in her schemes against Pepe.

The narrative weaves through a series of misunderstandings and manipulations. Doña Perfecta, under the guise of protecting her daughter, orchestrates a campaign to discredit Pepe, painting him as an atheist and a disruptor. The townspeople, influenced by their respect for Doña Perfecta and their own prejudices, begin to view Pepe with suspicion. This culminates in a series of legal and social obstacles designed to frustrate his intentions.

Pepe's struggle is not just against Doña Perfecta but also against the broader societal forces of Orbajosa that resist change and cling to their insular ways. Despite the mounting pressure, Pepe remains determined to win Rosario’s hand and prove his worth.

The conflict reaches a climax when Pepe, driven by love and desperation, plans a clandestine meeting with Rosario. However, Doña Perfecta, ever vigilant, discovers the plan and enlists the help of Caballuco, a local strongman, to thwart Pepe. The encounter turns violent, resulting in Pepe being shot, an event that Doña Perfecta manipulates to appear as a suicide.

The aftermath is tragic. Rosario, overwhelmed by grief and the machinations of her mother, loses her sanity. Doña Perfecta, while achieving her immediate goal of separating Pepe and Rosario, is left with the hollow victory of a broken family and a daughter who can no longer recognize her.

Through the lens of this personal tragedy, the novel explores themes of tradition versus progress, the destructive power of fanaticism, and the tragic consequences of pride and manipulation. Pepe Rey’s story is a poignant commentary on the struggle between old and new, and the human cost of rigid adherence to outdated beliefs."
The Lani People,2509,Jesse F. Bone,20,85456,False,False,False,,,"Jac Kennon, a recent graduate in veterinary medicine, arrives on the planet Kardon, where he is offered an unusually high-paying job with Outworld Enterprises Incorporated. The planet is home to the Lani, a humanoid species with a striking resemblance to humans but distinguished by their tails. The Lani are treated as livestock and are integral to the economic operations of the company. Kennon is hired to manage the health of the Lani, but he quickly becomes embroiled in the ethical and moral implications of their treatment.

Upon arrival, Kennon meets Alexander X. M. Alexander, the entrepreneur who runs Outworld Enterprises. Alexander is a shrewd businessman who controls the company with an iron grip, despite opposition from his family, who also have stakes in the business. The family dynamics are complex, with members like Douglas, Alexander's cousin, causing disruptions and others like Eloise, Alexander's sister, exhibiting predatory behavior.

Kennon is introduced to the Lani and is initially shocked by their human-like appearance and the conditions in which they live. He learns that the Lani are bred and trained for various tasks, including labor and export. The island of Flora, where the Lani reside, is a self-sufficient agricultural hub, and the Lani are crucial to its operations.

As Kennon settles into his role, he discovers an outbreak of liver flukes among the Lani, a problem that had been overlooked by his predecessor, Dr. Williamson, due to his failing health. The fluke infestation poses a significant threat to the Lani population, and Kennon is tasked with eradicating it. He approaches the problem methodically, understanding that it requires breaking the parasite's life cycle, a task complicated by the Lani's unique biology and the island's isolated ecosystem.

Throughout his work, Kennon grapples with the ethical implications of the Lani's status. Officially declared non-human by a Brotherhood court, the Lani are treated as animals, yet their intelligence and human-like characteristics challenge this classification. Kennon's interactions with Copper, a Lani who becomes his secretary, further complicate his feelings. Copper is intelligent, perceptive, and challenges Kennon's preconceptions about the Lani.

Kennon's investigation into the Lani's origins reveals that they might be the descendants of human missionaries who landed on Kardon millennia ago. This revelation has the potential to redefine the Lani's status, but it also puts Kennon at odds with Alexander and the company's interests. The situation is further complicated by the presence of Alexander's family, who have their own agendas and could disrupt Kennon's efforts.

Kennon's journey is one of moral and ethical discovery as he navigates the complexities of his role, the Lani's treatment, and the potential implications of their true origins. His struggle is not only with the biological challenges posed by the fluke infestation but also with the broader question of what it means to be human and the responsibilities that come with that understanding. As he works to solve the immediate health crisis, Kennon must also consider the long-term implications of his discoveries for the Lani and for the human society that has subjugated them."
My Lady Ludlow,2524,Elizabeth Cleghorn Gaskell,14,107009,False,False,False,,,"The narrative begins with an elderly woman reflecting on the significant changes in society since her youth, particularly in communication and travel. She introduces Lady Ludlow, a dignified widow of noble lineage, who becomes a central figure in the story. The narrator's family, once connected to Lady Ludlow through a common ancestor, receives aid from her after the death of the narrator's father, a poor clergyman. Lady Ludlow invites the narrator's eldest daughter, Margaret Dawson, to live with her at Hanbury Court, providing her with education and companionship.

Upon Margaret's arrival at Hanbury Court, she observes the grandeur and old-world charm of the estate. Lady Ludlow, a woman of strong principles and traditions, maintains a household that reflects her aristocratic values. She is opposed to modern innovations and holds conservative views on education and social hierarchy. Her household includes several young gentlewomen, whom she treats with care and discipline, emphasizing their duties over their rights.

The story delves into the lives of other characters, such as Mr. Gray, the village clergyman, who is passionate about education and social reform. His views often clash with Lady Ludlow's, particularly regarding the education of the poor. Mr. Gray's efforts to establish a Sunday school are met with resistance from Lady Ludlow, who fears that education will lead to social upheaval.

Another significant character is Miss Galindo, a spirited and eccentric woman who becomes involved in the estate's affairs. She is characterized by her blunt speech and charitable actions, often taking in servants with physical infirmities. Despite her unconventional ways, she earns Lady Ludlow's respect and is eventually asked to assist with clerical work for the estate.

The narrative also explores the plight of Harry Gregson, a bright but impoverished boy whose education is secretly supported by Mr. Horner, the estate steward. Lady Ludlow, upon learning of Harry's education, is initially displeased but eventually comes to understand the value of Mr. Gray's efforts.

The story is interwoven with historical and social commentary, reflecting on the impact of the French Revolution and the changing times. Lady Ludlow's reflections on her past, including her friendship with the De Crequy family during her time in Paris, provide a backdrop to her conservative views.

As the story progresses, Lady Ludlow's character evolves, showing moments of compassion and understanding, particularly in her interactions with Mr. Gray and Miss Galindo. The narrative concludes with a sense of resolution, as Lady Ludlow reconciles her traditional beliefs with the changing world around her, acknowledging the necessity of education and reform while maintaining her dignity and grace."
Trent's Last Case,2568,E. C. Bentley,16,102534,False,False,False,,,"Sigsbee Manderson, a powerful and enigmatic American financier, is found dead with a gunshot wound to the eye in the grounds of his English estate, White Gables. The circumstances surrounding his death are mysterious, with no weapon found nearby and recent marks of a struggle on his wrists. The case attracts the attention of Philip Trent, a celebrated detective and artist, who is called upon to investigate the crime.

Trent arrives at the scene and begins his investigation, navigating through a web of complex relationships and hidden motives. He learns that Manderson had been acting strangely in the weeks leading up to his death, showing signs of anxiety and paranoia. His relationship with his wife, Mabel Manderson, had become strained, with an unexplained distance growing between them. Despite this, Mabel is composed and cooperative during the investigation, though she is clearly affected by her husband's death.

Trent interviews various people connected to Manderson, including his two secretaries: Calvin Bunner, an American with a sharp business acumen, and John Marlowe, an Englishman responsible for Manderson's personal affairs. Bunner suggests that Manderson might have been targeted due to his ruthless business dealings in America, which had made him many enemies. Marlowe, on the other hand, is seen as a potential suspect due to his proximity to Manderson and his mysterious late-night errand to Southampton on the night of the murder.

Trent's investigation reveals several puzzling details: Manderson's shoes show signs of having been worn by someone else, his dental plate was left in his room despite him being fully dressed, and a large sum of money was found in his possession without explanation. These clues, combined with the absence of a weapon, lead Trent to suspect foul play rather than suicide.

As Trent delves deeper, he uncovers a complex plot involving impersonation and deception. He discovers that Marlowe had been sent on a fabricated mission to Southampton, while Manderson had orchestrated his own death to frame Marlowe. The financier's mental state, influenced by paranoia and a desire for revenge against perceived enemies, had driven him to this elaborate scheme. Manderson had staged his own murder, intending for Marlowe to be accused and executed for the crime.

Trent is faced with a moral dilemma as he pieces together the truth. He is torn between his duty to reveal the facts and his growing feelings for Mabel, who is innocent but deeply entangled in the tragedy. In the end, Trent decides to suppress his findings, opting to protect Mabel from further scandal and pain. He concludes that the truth, if revealed, would serve no justice and only cause more harm.

The case leaves Trent with a sense of disillusionment about the nature of justice and the complexities of human motives. He resolves to retire from detective work, recognizing the limitations of his own understanding and the potential consequences of exposing hidden truths. The Manderson case becomes a testament to the tangled web of human emotions and the unpredictable outcomes of even the most carefully laid plans."
"Psmith, Journalist",2607,P. G. Wodehouse,30,84980,False,False,False,,,"In New York, a significant shift is occurring in the world of journalism, unbeknownst to the general public. The editor-in-chief of _Cosy Moments_, Mr. J. Fillken Wilberfloss, is about to take a ten-week vacation, leaving the paper in the hands of his sub-editor, Billy Windsor. _Cosy Moments_ is a home journal, known for its mild and domestic content, but Billy Windsor, a Wyoming-born, tough and ambitious young man, is not content with the paper's current state. He dreams of making a name for himself in the competitive world of New York journalism.

Billy Windsor's life changes when he meets Psmith, a charismatic and eloquent young man from England who is visiting New York with his friend Mike Jackson. Psmith, seeking excitement and a break from the monotony of his previous life, decides to join Billy in revamping _Cosy Moments_. They plan to transform it from a dull family magazine into a vibrant, hard-hitting journal that tackles pressing social issues.

Their first target is the deplorable conditions in the Pleasant Street tenements, owned by a mysterious and unscrupulous landlord. Psmith and Billy decide to use the paper to expose these conditions and bring about change. This decision, however, puts them in the crosshairs of powerful and dangerous figures who want to keep the status quo.

As they begin their campaign, they encounter various challenges, including threats from gang members and the complexities of uncovering the identity of the tenements' owner. Psmith's wit and Billy's determination drive them forward, and they enlist the help of Bat Jarvis, a local gang leader and cat enthusiast, who becomes an unlikely ally.

Amidst these developments, Billy Windsor is arrested and sentenced to a short jail term for hitting a policeman, leaving Psmith to handle the paper's affairs alone. Psmith's ingenuity and charm enable him to navigate these challenges, even as he deals with disgruntled former contributors and the editorial staff's skepticism.

Psmith's efforts to revitalize _Cosy Moments_ include introducing a sports section featuring Kid Brady, a promising young boxer from Wyoming, whom they decide to promote through the paper. This move, along with their investigative reporting on the tenements, begins to attract attention and increase the paper's circulation.

The turning point comes when Psmith receives a note from Billy, who has escaped from jail, asking for help. However, this turns out to be a trap set by their adversaries. Psmith is kidnapped but manages to escape with the help of Kid Brady, who happens to be nearby.

The climax of their campaign occurs when Psmith confronts Stewart Waring, the corrupt owner of the tenements, and forces him to pay for improvements to the buildings by threatening to expose his misdeeds. With this victory, Psmith and Billy Windsor successfully transform _Cosy Moments_ into a respected and influential publication, achieving their goal of making a real impact in New York journalism.

In the end, Psmith reflects on the success of their venture and the unexpected alliances they formed along the way. Despite the challenges, they have managed to turn _Cosy Moments_ into a paper that stands up for the people's rights, fulfilling their vision of a vibrant and socially conscious journal."
St. Martin's Summer,2640,Rafael Sabatini,24,125679,False,False,False,,,"In the novel, the story unfolds in the realm of Dauphiny, where the Seneschal, Monsieur de Tressan, is embroiled in the affairs of the Chateau de Condillac. The narrative begins with Tressan, a corpulent and complacent official, being visited by the Dowager Marquise of Condillac, who seeks his assistance in a matter concerning her stepson, Florimond de Condillac, and his betrothed, Valerie de La Vauvraye.

Florimond, the elder son of the late Marquis de Condillac, is absent, serving in the Italian wars, leaving his stepmother, the Dowager Marquise, and her son, Marius, in control of the chateau. The Marquise harbors ambitions for her son to marry Valerie, a wealthy heiress, thereby consolidating power and wealth. Valerie, however, is bound by a promise to marry Florimond, a union orchestrated by their fathers.

The Queen-Regent of France, upon learning of Valerie's plight through a letter she sent, dispatches Martin Marie Rigobert de Garnache, a seasoned soldier, to Dauphiny to ensure Valerie's release and safe conduct to Paris. Garnache's mission is complicated by the cunning and treachery of the Marquise and Marius, who are determined to hold Valerie at Condillac and force her into marriage with Marius.

Garnache, a man of action and fiery temper, arrives in Grenoble and confronts Tressan, demanding his cooperation. Tressan, torn between his loyalty to the crown and his affection for the Marquise, attempts to appease both parties but ultimately leans towards aiding Garnache, albeit reluctantly.

Garnache's attempts to liberate Valerie are fraught with obstacles, including a failed attempt where the Marquise sends a peasant girl in Valerie's stead. Undeterred, Garnache infiltrates Condillac in disguise, posing as an Italian mercenary named Battista. His ruse allows him to become Valerie's gaoler, providing him the opportunity to plan her escape.

The narrative is punctuated by tense confrontations, including a night-time skirmish where Garnache's true identity is revealed, leading to a desperate flight from the chateau. Despite the odds, Garnache manages to escape into the moat, presumed drowned by his pursuers.

The story reaches a turning point when Garnache, having survived, returns to Condillac with reinforcements disguised as monks, led by the Abbot of Saint Francis. This strategic move allows him to overpower the Marquise's forces and secure Valerie's freedom.

In the aftermath, the Marquise is compelled to surrender, and Tressan, implicated in the Marquise's schemes, is coerced into marrying her to avoid prosecution. Valerie, grateful for Garnache's bravery and steadfastness, confesses her affection for him, leading to a tender resolution between them.

Florimond, who had been delayed by illness, returns to find the situation resolved, and the narrative closes with the promise of a new beginning for Valerie and Garnache, who have found love amidst the turmoil and intrigue of Condillac. The novel weaves a tale of loyalty, courage, and the complexities of duty, set against the backdrop of political machinations and personal ambitions."
