title,book_name,author,num_chapters,num_tokens,Column 6,cleaned?,outline,processed,pub_year,num_claims,genres,summary,Column 1,Column 2,Column 3,Column 4,Column 5,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22
The World's Desire,2763,H. Rider Haggard and Andrew Lang,27,119980,,False,False,False,,,,"In a tale of intrigue, magic, and divine intervention, the story unfolds in ancient Egypt, where the Pharaoh Meneptah and his Queen, Meriamun, rule the land. The narrative begins with the arrival of a mysterious and formidable wanderer, who claims to be Eperitus, a man from the north. This wanderer is none other than Odysseus, the famed hero of the Trojan War, who has been led to Egypt by the gods.

The Queen Meriamun is a woman of great beauty and ambition, who has long been plagued by a vision of a man in golden armor, whom she believes she is destined to love. This vision has haunted her dreams, and she is convinced that the man is Odysseus, whom she sees as both her doom and her desire. Despite being married to Pharaoh Meneptah, Meriamun is driven by her passion and a prophecy that foretells her fate intertwined with that of the wanderer.

Rei, the High Priest and counselor to the Pharaoh, is a key figure who provides insight into the Queen's past and her dealings with dark magic. He reveals that Meriamun has used her knowledge of ancient spells to gain power and manipulate those around her, including summoning the spirit of a woman she killed, seeking answers to her future.

As the story progresses, it becomes clear that the land of Egypt is under a curse, with plagues and darkness afflicting the people. The source of these woes is believed to be a mysterious and enchanting figure known as the Strange Hathor, a woman of unparalleled beauty who resides in a temple and captivates all who see her. Pharaoh himself has been bewitched by her allure, causing tension and jealousy in Meriamun.

The wanderer, Odysseus, is drawn into this web of intrigue as he learns of the Strange Hathor and the chaos her presence has wrought. Despite warnings, he is intrigued by the possibility of confronting her, driven by his own quest for the World's Desire, a love that transcends mortal bounds.

As tensions rise, Meriamun's jealousy and ambition lead her to plot against both the Strange Hathor and Odysseus. She seeks to rid Egypt of the enchantress and claim the wanderer for herself, even as the land teeters on the brink of ruin due to the plagues and the threat of foreign invasion.

The story weaves together themes of love, destiny, and the struggle for power, set against the backdrop of a land steeped in ancient magic and divine influence. Odysseus, the eternal wanderer, finds himself caught in a conflict that echoes his own past and the timeless struggle between love and duty, as he navigates the dangerous path laid before him by the gods and the ambitions of mortals.",,,,,,,,,,,,,,,,,,,,,
The Island Pharisees,2771,John Galsworthy,33,102273,,False,False,False,,,,"As Richard Paramor Shelton travels from Dover to London, he encounters a diverse group of passengers in a third-class carriage, including a young foreign girl and a cynical youth named Louis Ferrand. The girl, who is without a ticket, seeks help, and Shelton, moved by her plight, lends her money. This incident sets the tone for Shelton's journey through a society that is both familiar and alien to him.

Shelton, recently engaged to Antonia Dennant, is caught between his love for her and his growing awareness of society's hypocrisies. Antonia, from a well-bred family, embodies the ideals of her class: propriety, duty, and a certain aloofness from the harsher realities of life. As Shelton navigates his engagement, he becomes increasingly aware of the chasm between his own ideals and those of the world around him.

Throughout his journey, Shelton is haunted by encounters with people who challenge his perceptions. Ferrand, a vagabond with a sharp intellect and a disdain for societal norms, becomes a recurring figure in Shelton's life. Ferrand's presence forces Shelton to confront the superficiality and complacency of his own social circle, which includes characters like the Dennants and their guests, who are more concerned with appearances and propriety than with genuine human connection.

As Shelton spends time at Holm Oaks, the Dennant family estate, he observes the genteel life of the upper classes, filled with tennis matches, dinner parties, and polite conversation. Yet, beneath the surface, he senses a lack of authenticity and a reluctance to engage with the deeper issues of life. Antonia, though intelligent and spirited, is bound by the expectations of her upbringing, and Shelton struggles to reconcile his love for her with his growing disillusionment.

A turning point comes when Shelton encounters Mrs. Foliot, a woman ostracized by society due to her scandalous relationship. The incident, combined with Ferrand's departure and the superficiality of a wedding he attends, deepens Shelton's internal conflict. He begins to question the very foundations of his life and the society he is part of, realizing that his engagement to Antonia might be more about fulfilling societal expectations than true companionship.

Shelton's journey is marked by moments of introspection and encounters with a variety of characters who symbolize different aspects of society. From the pragmatic and detached Mr. Paramor, his uncle, to the lively but shallow guests at the Casserols' dinner, each interaction reveals the complexities and contradictions of the world Shelton inhabits.

Ultimately, Shelton is faced with a choice: to conform to the expectations of his class and marry Antonia, or to break free and seek a life that aligns with his deeper values. The novel ends with Shelton writing a letter to Antonia, releasing her from their engagement and acknowledging the need for both of them to find their own paths.

Through Shelton's eyes, the novel explores themes of love, duty, social class, and the search for authenticity in a world that often values appearances over substance. His journey is one of self-discovery, as he grapples with the tension between societal expectations and personal integrity.",,,,,,,,,,,,,,,,,,,,,
The Country House,2772,John Galsworthy,31,112655,,False,False,False,,,,"In the late 19th century, the Pendyce family of Worsted Skeynes, led by the traditionalist Squire Horace Pendyce, is thrown into turmoil when their eldest son, George, becomes embroiled in a scandalous divorce case. George is named as a correspondent in the divorce suit filed by Captain Jaspar Bellew against his wife, Helen Bellew, who has been staying with the Pendyces. The Squire is deeply concerned about the family's reputation and the potential impact on their estate, which has been passed down through generations.

Mrs. Margery Pendyce, George's mother, is caught between her loyalty to her son and her husband's rigid principles. She decides to take matters into her own hands, leaving her husband and the estate temporarily to be with George in London. Her departure is an unprecedented act of defiance, reflecting her desperation to protect her son from the consequences of his actions and her desire to maintain family unity.

Helen Bellew, a charming and independent woman, has grown tired of her marriage to the reckless and disreputable Captain Bellew. Despite her affection for George, she ultimately decides to end their relationship, understanding the societal implications and personal consequences of continuing their affair. Her decision leaves George heartbroken and struggling with his emotions.

Gregory Vigil, a cousin of Mrs. Pendyce and Helen's guardian, is determined to secure a divorce for Helen, believing it is the only way to free her from her untenable situation and protect her future. However, he is frustrated by the legal and moral complexities of the divorce laws of the time, which require evidence of misconduct and make it difficult to obtain a divorce without public scandal.

Throughout the narrative, the Pendyce family grapples with issues of tradition, reputation, and individual desires. The Squire's stubborn adherence to the past and fear of change clash with the evolving social norms and the personal needs of his family members. The story explores the tension between societal expectations and personal happiness, highlighting the challenges faced by individuals in maintaining their integrity and navigating the constraints of their social environment.

As the novel unfolds, characters such as the Reverend Hussell Barter, who represents the conservative religious perspective, and Mr. Paramor, the pragmatic lawyer, provide contrasting viewpoints on the issues of divorce and morality. The story culminates in a resolution that emphasizes the importance of understanding, compassion, and the need for change in a world bound by rigid traditions.

Ultimately, the novel paints a vivid picture of late Victorian society, examining the intersection of personal and societal values, and the impact of change on individuals and families. Through the experiences of the Pendyce family and their associates, it offers a critique of the social and legal systems of the time, while also celebrating the resilience and complexity of human relationships.",,,,,,,,,,,,,,,,,,,,,
The Elusive Pimpernel,2785,Baroness Emmuska Orczy Orczy,35,119149,,False,False,False,,,,"In the tumultuous year of 1793, Paris is a city engulfed in chaos and terror, with the Revolution consuming its own children. Amidst this backdrop, Chauvelin, a cunning and relentless agent of the French Revolutionary government, is tasked with capturing the elusive Scarlet Pimpernel, an Englishman who has been rescuing French aristocrats from the guillotine. Despite his previous failures, Chauvelin is given one more chance to redeem himself and is granted absolute power to execute his plans. He hatches a scheme to lure the Scarlet Pimpernel to France by using Lady Marguerite Blakeney, the Pimpernel's wife, as bait.

Marguerite, unaware of the full extent of her husband's secret identity as the Scarlet Pimpernel, is drawn into Chauvelin's trap. She travels to France, believing she is helping a fellow actress, Desiree Candeille, only to find herself imprisoned and used as leverage against her husband. Chauvelin's plan is to force Sir Percy Blakeney, the Scarlet Pimpernel, to write a letter that would discredit him and his league, effectively destroying their reputation and influence.

As the story unfolds, Chauvelin's machinations become more intricate. He manipulates events to ensure that Marguerite cannot escape, threatening the lives of innocent citizens of Boulogne if she does. Sir Percy, known for his wit and daring, must navigate this perilous situation, balancing the safety of his wife with the integrity of his mission.

The narrative shifts between the grim realities of revolutionary France and the contrasting gaiety of English society. Marguerite, now aware of the full danger her husband faces, is determined to support him, even as she grapples with her own fears and the potential consequences of their actions.

In England, Marguerite and Sir Percy continue to maintain their social facade, attending galas and engaging with the elite, including the Prince of Wales. During a gala at Richmond, Marguerite encounters Chauvelin and Candeille, who are part of the plot to capture her husband. Despite the tension, Sir Percy remains calm and collected, using his charm and intelligence to outwit his adversaries.

As the story reaches its climax, Sir Percy orchestrates a daring plan to rescue Marguerite and thwart Chauvelin's scheme. He uses his quick thinking and resourcefulness to turn the tables on his enemy, ensuring that the letter Chauvelin seeks to use against him is never written. Instead, Sir Percy leaves Chauvelin humiliated and bound, while he and Marguerite make their escape.

The tale concludes with Sir Percy and Marguerite safely back in England, their love and partnership stronger than ever. Despite the dangers they face, they remain committed to their cause, with Sir Percy continuing his daring rescues and Marguerite supporting him with unwavering loyalty. The story highlights themes of bravery, sacrifice, and the enduring power of love amidst the backdrop of political turmoil and personal vendettas.",,,,,,,,,,,,,,,,,,,,,
Jack and Jill,2786,Louisa May Alcott,24,126109,,False,False,False,,,,"In a small town called Harmony Village, the story follows a group of children and their adventures, focusing primarily on Jack Minot and Jill Pecq. Jack, a lively and athletic boy, and Jill, his spirited friend, are involved in a sledding accident that leaves Jack with a broken leg and Jill with a serious back injury. The accident serves as a catalyst for growth and change in their lives and the lives of those around them.

As Jack and Jill recover, they are supported by their families and friends, including Jack's older brother Frank, their mother Mrs. Minot, and other children like merry Merry Grant, mischievous Gus, and the thoughtful Ralph Evans. The community rallies around the injured children, showing kindness and support, which helps them through their difficult time.

Jack and Jill's recovery period is filled with various activities to keep their spirits up. They engage in creative projects, such as making May baskets and decorating their rooms, and they communicate through a makeshift telegraph system. Their friends frequently visit, bringing news and companionship, which strengthens their bonds.

The story also explores the dynamics of the children's families. Merry struggles with her desire for beauty and order in her life, trying to bring some elegance to her home despite her practical family's indifference. Molly Loo, another friend, deals with the challenges of taking care of her younger brother Boo and maintaining order in their chaotic household.

Throughout the narrative, the children learn valuable lessons about friendship, responsibility, and resilience. They take part in various community events, such as a debating club where they discuss whether girls should go to college, reflecting the societal changes and discussions of their time.

As the seasons change, the children plan and participate in holiday celebrations, like Christmas and the local Cattle Show, which bring joy and a sense of community. These events highlight the importance of coming together and supporting one another, especially during tough times.

Jack and Jill's journey is one of healing and growth, both physically and emotionally. They learn to be patient, to lean on their friends and family, and to find joy in small things. By the end of the story, they are on the path to recovery, having gained a deeper understanding of themselves and the people around them. Their story is a heartwarming tale of overcoming adversity with the help of love, friendship, and community.",,,,,,,,,,,,,,,,,,,,,
"Bob, Son of Battle",2795,Alfred Ollivant,30,112826,,False,False,False,,,,"In a remote and rugged corner of the Daleland, the story unfolds around the lives of shepherds and their dogs, focusing on the intense rivalry between two men, James Moore and Adam M'Adam, and their respective dogs, Owd Bob and Red Wull. The narrative is set against the backdrop of the harsh and unforgiving landscape, where the trials and tribulations of daily life are intertwined with the annual sheep-dog trials, a prestigious event that every shepherd aspires to win.

James Moore is the respected master of Kenmuir, a man of integrity and strength, whose life revolves around his family and his exceptional sheep-dog, Owd Bob. The gray dog is renowned for his intelligence and skill, embodying the legacy of the Gray Dogs of Kenmuir, a line of sheep-dogs celebrated throughout the region. James Moore's life is marked by his dedication to his work and his deep love for his family, including his daughter Maggie and his young son Andrew.

In stark contrast stands Adam M'Adam, a bitter and solitary figure, whose life is consumed by his animosity towards James Moore and his obsession with his own dog, Red Wull. M'Adam's relationship with his son David is fraught with tension and resentment, stemming from years of neglect and abuse. Red Wull, a fierce and formidable dog, reflects M'Adam's own combative nature, and together they form a fearsome duo, intent on claiming victory at the sheep-dog trials.

The rivalry between Owd Bob and Red Wull mirrors the animosity between their masters, reaching its climax during the annual trials. The competition is fierce, with both dogs demonstrating their prowess and intelligence. However, the trials are not merely a test of skill but a battleground for deeper personal vendettas and unresolved grievances.

Amidst the rivalry, the story delves into the personal struggles of the characters. David M'Adam, caught between his loyalty to his father and his affection for the Moore family, grapples with his identity and place in the world. Maggie Moore, taking on the responsibilities of her late mother, navigates the challenges of running the household while fostering a budding relationship with David.

As the narrative unfolds, the harsh realities of life in the Daleland are laid bare. The community is plagued by the mysterious Black Killer, a sheep-dog gone rogue, responsible for a series of brutal sheep slayings. Suspicion and fear grip the region, with many pointing fingers at Red Wull, further intensifying the existing tensions.

The story reaches its poignant conclusion with the climactic face-off between Owd Bob and Red Wull. The trials serve as the ultimate test of character and skill, with Owd Bob emerging victorious, securing the Shepherds' Trophy and cementing his legacy as the best sheep-dog in the North. However, the victory is bittersweet, as the truth about the Black Killer is revealed, leading to a tragic end for M'Adam and Red Wull.

In the aftermath, the community reflects on the events that have transpired, recognizing the complexities of human nature and the bonds that tie them together. The story closes with a sense of resolution and hope, as the next generation, represented by David and Maggie, stands poised to carry forward the legacy of their families, bridging the divide that once tore them apart.",,,,,,,,,,,,,,,,,,,,,
Eben Holden: A Tale of the North Country,2799,Irving Bacheller,45,123510,,False,False,False,,,,"The narrative begins with a journey westward undertaken by a young boy, referred to as ""I,"" and his guardian, Uncle Eben Holden, after a tragedy leaves the boy an orphan. Traveling from Vermont to the St. Lawrence Valley, they face hardships but find solace in each other's company and the natural world around them. Uncle Eb, a kind-hearted, imaginative bachelor, invents stories of mythical creatures like ""swifts"" to entertain and educate the boy, instilling in him a healthy fear of the woods to keep him safe.

Their journey is marked by encounters with various characters, including the mysterious ""night man,"" who helps them in their time of need. Eventually, they find refuge with the Brower family in Paradise Valley. David and Elizabeth Brower, along with their daughter Hope, welcome them into their home. The boy quickly bonds with Hope, and they become inseparable friends. Uncle Eb becomes a beloved member of the Brower household, contributing his talents and stories to the community.

As the boy grows, he experiences the simple joys and challenges of rural life, including the annual sugar-making season and the thrill of exploring the woods. He also learns about the broader world through the stories of Jed Feary, the local poet, and the wisdom of Uncle Eb. The boy's education continues, and he develops a love for reading and writing, encouraged by the Browers and his own ambitions.

As he matures, the boy faces new challenges and opportunities. He attends college and becomes involved in the political and social issues of the day, including the growing tensions leading to the Civil War. Throughout these experiences, his love for Hope deepens, despite the distance and time apart. Hope, in turn, pursues her own dreams, studying music in New York and Europe.

The narrative weaves through themes of love, loss, and the passage of time, highlighting the enduring bonds of family and friendship. Uncle Eb remains a central figure, offering guidance and humor, while the boy navigates the complexities of adulthood and the pursuit of his dreams.

In the end, the boy, now a young man, returns to the Brower home, where he and Hope finally acknowledge their love for each other. The story concludes with a sense of fulfillment and the promise of a shared future, grounded in the values and experiences that have shaped their lives. The narrative is a testament to the resilience of the human spirit and the enduring power of love and community.",,,,,,,,,,,,,,,,,,,,,
Rose in Bloom,2804,Louisa May Alcott,22,126390,,False,False,False,,,,"The narrative follows Rose Campbell, a young heiress, as she navigates the complexities of love, family, and societal expectations. After returning from a trip abroad, Rose is thrust into the world of social gatherings and potential suitors, but she remains grounded by her strong moral compass and the influence of her guardian, Uncle Alec.

Rose is a central figure in her family, which includes several aunts and cousins, each with their own expectations and opinions about her future. Among her cousins, she shares a special bond with Mac, a thoughtful and introspective young man, and Charlie, a charming but wayward cousin who struggles with self-indulgence.

As Rose explores her role in society, she is determined to use her wealth and position for good, planning charitable endeavors like providing homes for poor women. Her philanthropic spirit is contrasted with the frivolous and often superficial social circles she encounters, leading her to question the sincerity of those around her.

A significant subplot involves Phebe, a talented singer and Rose's close friend, who struggles with her feelings for Archie, one of Rose's cousins. Despite their mutual affection, societal prejudices and family expectations pose challenges to their relationship, highlighting themes of class and acceptance.

Rose's journey is also marked by her internal struggles with love and loyalty. She grapples with her feelings for Charlie, who, despite his charm, battles with vices that threaten his future. Her resolve to help him is tested when he disappoints her, leading to a poignant moment of realization about the kind of partner she truly desires.

Throughout the story, Rose matures from a sheltered girl into a woman of principle and compassion, learning to balance her desires with her responsibilities. Her growth is mirrored by the evolving dynamics within her family, as they navigate their own challenges and support one another through trials and triumphs.

In the end, Rose's steadfastness and integrity guide her decisions, as she remains true to herself amidst the pressures of wealth and society. The narrative underscores the importance of character, the impact of genuine relationships, and the pursuit of meaningful endeavors over superficial pleasures.",,,,,,,,,,,,,,,,,,,,,
"Democracy, an American novel",2815,Henry Adams,13,97886,,False,False,False,,,,"Mrs. Lightfoot Lee, a widow from New York, decides to spend the winter in Washington, seeking a change from her monotonous life and searching for a sense of purpose. Her husband has been dead for five years, and she finds herself disillusioned with New York society and the superficial pursuits of wealth and status. Despite her wealth and social standing, Mrs. Lee is restless and ambitious, yearning for something more meaningful.

In Washington, Mrs. Lee becomes acquainted with various political figures and socialites. She is particularly intrigued by Senator Silas P. Ratcliffe, a powerful and ambitious politician from Illinois, who is considered a potential candidate for the presidency. Ratcliffe is a skilled political operator, and Mrs. Lee is drawn to his influence and the possibility of understanding the machinery of government through him.

As Mrs. Lee navigates Washington society, she is accompanied by her younger sister, Sybil Ross, who is more interested in social engagements and less in politics. Sybil is charming and lively, and she attracts attention from various admirers, including Mr. Schneidekoupon, a wealthy and eccentric young man from New York.

Mrs. Lee's circle of acquaintances expands to include John Carrington, a lawyer from Virginia with a tragic past, who becomes a close friend and confidant. Carrington is in love with Mrs. Lee but is aware that her ambitions and interests lie elsewhere. He watches with concern as she becomes more entangled with Ratcliffe.

Ratcliffe, meanwhile, is navigating his own political landscape. He is approached by various factions seeking his support, and he carefully maneuvers to maintain his influence. He is aware of the potential threat posed by the new President, who is determined to assert his independence and curtail Ratcliffe's power.

As Ratcliffe and Mrs. Lee's relationship develops, she is torn between her attraction to his power and her growing awareness of the moral compromises he makes. Ratcliffe, for his part, is genuinely attracted to Mrs. Lee and sees her as a potential partner who could help him achieve his political ambitions.

The narrative explores themes of ambition, power, and the moral complexities of political life. Mrs. Lee's journey is one of self-discovery as she grapples with her own values and desires. She is forced to confront the reality of political life and the personal sacrifices it demands.

Throughout the story, Mrs. Lee is portrayed as a woman of intelligence and depth, seeking to find her place in a world dominated by male power and ambition. Her interactions with Ratcliffe, Carrington, and other characters illuminate the challenges faced by women in navigating societal expectations and personal aspirations.

In the end, Mrs. Lee's experiences in Washington lead her to question her ambitions and the path she has chosen. The novel leaves her future uncertain, reflecting the complexities and uncertainties of both personal and political life.",,,,,,,,,,,,,,,,,,,,,
Beautiful Joe: An Autobiography,2818,Marshall Saunders,37,119551,,False,False,False,,,,"The story centers around Beautiful Joe, a dog who narrates his life experiences, beginning with a traumatic and abusive early life under the ownership of a cruel milkman named Jenkins in the town of Fairport, Maine. Jenkins is a violent man who mistreats Joe and his mother, Jess, as well as other animals in his care. Joe's life takes a turn for the worse when Jenkins mutilates him by cutting off his ears and tail as punishment for biting him. 

Joe's fortune changes when a young man named Harry Morris rescues him from Jenkins' brutality. Harry takes Joe to his family, the Morris family, who live in a warm, loving home. The family consists of Mr. Morris, a clergyman; Mrs. Morris, a kind and gentle woman; their daughter, Miss Laura, and their sons, Jack, Ned, Carl, and Willie. The Morris family is compassionate and takes in Joe, nursing him back to health and integrating him into their household, which is full of other pets and animals.

Miss Laura, in particular, becomes very attached to Joe, and through her care and affection, Joe begins to heal both physically and emotionally. The family also includes other animals, such as a fox terrier named Billy, a parrot named Bella, and various other pets like rabbits and guinea pigs. Each animal has its own story and relationship with the Morris family, illustrating the family's dedication to animal welfare.

The Morris family is committed to kindness and humane treatment of animals, a theme that runs throughout the book. They believe in educating others about the importance of treating animals with respect and compassion. This is demonstrated through various interactions with other characters, such as Mrs. Montague, who learns from Mrs. Morris about the importance of empathy towards animals and people alike.

Joe's life with the Morrises is filled with care and love, contrasting sharply with his early experiences. The family's efforts to rehabilitate Joe and other animals showcase the transformative power of kindness. Joe becomes an integral part of the family, learning to trust humans again, and observing the family's interactions with each other and their pets.

The story also touches on broader social issues, such as the treatment of animals in society, the responsibilities of pet ownership, and the moral lessons that can be learned from caring for animals. Through Joe's eyes, readers witness the impact of cruelty and neglect, as well as the healing power of love and compassion.

The narrative concludes with Joe reflecting on his life with the Morrises, expressing gratitude for the love he received, and highlighting the ongoing commitment of the family to animal welfare. Joe's story serves as a testament to the importance of empathy and the positive difference it can make in the lives of both animals and humans.",,,,,,,,,,,,,,,,,,,,,
Sintram and His Companions,2824,Freiherr de Friedrich Heinrich Karl La Motte-Fouqué,30,58299,,False,False,False,,,,"In a tale set in the medieval North, the story follows the life of Sintram, a young knight plagued by dark dreams and a mysterious curse. The narrative begins in the high castle of Drontheim, where a council of knights is interrupted by Sintram's terrifying visions. His father, Biorn of the Fiery Eyes, dismisses the incident, revealing that Sintram has been haunted by these episodes annually since childhood. The priest of the castle, along with Rolf the Good, Sintram's loyal retainer, are deeply concerned, sensing a connection to a past sin involving Biorn.

Sintram's life is marked by his struggle against these dark forces, which seem to be linked to a curse brought upon by Biorn's violent oath against two shipwrecked German merchants, Gotthard and Rudlieb, whom he had intended to kill but were saved by a divine intervention. Sintram's mother, Verena, now a nun, prays for her son, hoping for his redemption. Throughout the story, Sintram battles internal and external demons, including a mysterious figure known as the little Master, who tempts him with visions of power and love.

A turning point occurs when Folko of Montfaucon, a noble knight, and his wife Gabrielle arrive at the castle. Their presence brings a semblance of peace and light into Sintram's troubled soul. Folko, related to Sintram's family, becomes a mentor figure, encouraging Sintram to overcome his inner darkness and embrace his noble heritage. Gabrielle's beauty and kindness deeply affect Sintram, awakening a longing for purity and redemption.

The story reaches its climax when Sintram faces a final test of character during a battle against Jarl Eric the Aged, a conflict sparked by Biorn's past enmity. Sintram's bravery and newfound resolve, inspired by Folko and Gabrielle, lead him to victory. The battle also reveals the presence of the little Master, disguised as a warrior, whom Sintram defeats, symbolizing his triumph over the dark forces within him.

As the tale concludes, Sintram, now a changed man, seeks the blessing of his mother, Verena, and dedicates himself to a life of virtue and service. He becomes a protector of the weak and a beacon of hope, reflecting the light of redemption that Folko and Gabrielle brought into his life. The story ends with Sintram embracing his destiny, free from the curse that once haunted him, and looking forward to a future of honor and peace.",,,,,,,,,,,,,,,,,,,,,
The Hound of the Baskervilles,2852,Arthur Conan Doyle,15,87543,,False,False,False,,,,"In this narrative, Dr. John Watson recounts the mysterious events surrounding the Baskerville family, focusing on the death of Sir Charles Baskerville and the potential danger facing his heir, Sir Henry Baskerville. The story unfolds in the eerie setting of the Devonshire moor, where the legend of a supernatural hound haunts the Baskerville lineage. Dr. James Mortimer, a close friend and medical advisor to Sir Charles, seeks the help of Sherlock Holmes after Sir Charles is found dead under mysterious circumstances, with his face contorted in horror and the footprints of a massive hound nearby.

Holmes, intrigued by the case, sends Watson to accompany Sir Henry to Baskerville Hall and report back on any suspicious activities. Watson's investigation reveals a tapestry of local characters, each with potential motives and secrets. Among them are the Stapletons, a brother and sister living nearby, who are both enigmatic and involved in the unfolding drama. Watson observes a budding romance between Sir Henry and Miss Stapleton, which is met with hostility from her brother, Jack Stapleton.

Watson's letters to Holmes detail the strange occurrences at Baskerville Hall, including the nightly sobbing of a woman and the secretive behavior of the butler, Barrymore. Watson discovers that Barrymore is signaling someone on the moor, which leads to the revelation that Barrymore's wife is aiding her brother, Selden, an escaped convict hiding on the moor.

The plot thickens as Watson encounters various unsettling phenomena, including the eerie howls on the moor, which locals attribute to the legendary hound. Despite the supernatural undertones, Holmes remains skeptical and believes there is a rational explanation behind the events. Watson's observations also include a mysterious man on the moor, whom he suspects might be connected to the case.

Holmes eventually arrives in Devonshire, revealing he has been conducting his own covert investigation. He identifies Stapleton as a Baskerville by blood, who stands to inherit the estate should Sir Henry die. Holmes deduces that Stapleton has been using a ferocious hound, painted with phosphorus to appear spectral, to scare Sir Charles to death and now aims to eliminate Sir Henry.

The climax occurs when Holmes, Watson, and Inspector Lestrade set a trap for Stapleton. They witness the hound attacking Sir Henry but manage to kill the beast and save the baronet. Stapleton flees into the treacherous Grimpen Mire, where he presumably meets his end.

The narrative concludes with Holmes explaining the intricate details of Stapleton's plot, including his manipulation of Mrs. Laura Lyons, whom he deceived into luring Sir Charles to his death. Holmes's deductions and the resolution of the case restore peace to Baskerville Hall, with Sir Henry deciding to travel abroad to recover from his ordeal. The story is a testament to Holmes's unparalleled detective skills and Watson's unwavering loyalty and bravery.",,,,,,,,,,,,,,,,,,,,,
The Green Mummy,2868,Fergus Hume,27,124956,,False,False,False,,,,"In a small, isolated village called Gartley, Professor Braddock, an eccentric Egyptologist, lives with his stepdaughter, Lucy Kendal, in a large, old Georgian house known as the Pyramids. Braddock is consumed by his passion for archaeology, particularly his interest in mummies and ancient Egyptian relics. Lucy manages the household with precision, allowing Braddock the freedom to indulge in his studies. She is romantically involved with Archie Hope, a struggling artist, but their engagement faces challenges due to financial constraints and the Professor's ambitions.

The story unfolds with the arrival of a significant artifact, the green mummy of Inca Caxas, which Braddock has purchased from Malta. Sidney Bolton, Braddock's assistant, is tasked with bringing the mummy back to England. However, upon its arrival at the Pyramids, the mummy is missing, and Bolton's strangled body is discovered in its place. This shocking event sets off a series of investigations into the murder and the disappearance of the mummy.

Captain Hervey, the skipper of the ship that transported the mummy, becomes a suspect due to his suspicious behavior and his knowledge of the mummy's value. He approaches Braddock, offering to help find the mummy for a fee, but Braddock is unable to pay. Hervey's involvement raises questions about his motives and potential knowledge of the crime.

Meanwhile, Sir Frank Random, a wealthy young baronet, returns to the nearby Fort after a yachting trip. He had previously proposed to Lucy, but she had refused him, choosing Archie instead. Despite this, Random remains a friend to both and becomes entangled in the mystery. He learns from Don Pedro de Gayangos, a Peruvian gentleman, that the mummy is of significant importance to him due to its historical and familial connections.

As the investigation progresses, it is revealed that multiple parties have an interest in the mummy. Don Pedro desires its return to Peru, believing it holds significant cultural value. Random, who develops feelings for Don Pedro's daughter, Inez, becomes involved in the search, hoping to clear his name after being indirectly implicated in the murder by Hervey.

The mystery deepens as various characters, including Widow Anne, Sidney's mother, and Mrs. Jasher, a widow with designs on Braddock, become involved. Mrs. Jasher is revealed to have written a blackmail letter to Random, claiming to have information about the murder. However, she denies any involvement in the crime itself.

The climax occurs when a confrontation on a river jetty leads to the discovery that Braddock and his Kanaka servant, Cockatoo, were involved in the crime. Cockatoo, under Braddock's orders, had murdered Bolton to steal the emeralds believed to be hidden within the mummy's wrappings. The mummy itself, used as a hiding place for Braddock during an attempted escape, reveals Braddock's body after being shot during the fracas.

In the aftermath, Cockatoo is arrested and eventually hanged for the murders, while Braddock's death brings an end to his archaeological ambitions. Lucy and Archie plan to marry and move away to start a new life, free from the shadow of the green mummy's curse. Random, having helped resolve the mystery, looks forward to a future with Inez, as Don Pedro prepares to return to Peru with the recovered emerald and the mummy of his ancestor.",,,,,,,,,,,,,,,,,,,,,
Personal Recollections of Joan of Arc — Volume 1,2874,Mark Twain,35,108991,,False,False,False,,,,"The story begins with the Sieur Louis de Conte, who was born in Neufchateau in 1410, two years before Joan of Arc was born in Domremy. His family, Armagnacs—French patriots—fled from Paris due to the Burgundian party, who supported the English. Louis's family suffered greatly, losing everything except his father's small nobility. In Neufchateau, Louis found a region of comparative quiet, unlike the chaos and violence of Paris. At five years old, he witnessed the disaster of Agincourt, which left France prostrate, and saw his family butchered by raiders. He was sent to Domremy to live with a priest, Guillaume Fronte, and his loving housekeeper, who became like a mother to him. 

In Domremy, Louis grew up with Joan and other village children, forming a close bond. The village was staunchly Armagnac, fiercely hating the English and Burgundians. Despite the political turmoil, their childhood was filled with simple joys and innocence.

As Joan grew, she became increasingly serious and thoughtful, burdened by the plight of France. At fourteen, she began to experience visions and hear voices which she believed were from God, instructing her to save France. Despite the skepticism and ridicule from her village, Joan was resolute in her mission. She eventually persuaded her uncle to take her to Vaucouleurs, where she sought an audience with the governor, Robert de Baudricourt, to gain support for her divine mission.

Joan's persistence and conviction eventually won over the governor, and she was sent to the King. Along the way, her presence and faith inspired those around her, including Louis and other childhood friends. Her journey was marked by miraculous events and divine guidance, as she gathered an army and led them to victories against the English, culminating in the lifting of the siege of Orleans.

Throughout her campaign, Joan remained humble and devoted to her mission, despite the growing fame and adulation. She was ennobled by the King but refused any personal gain, focusing solely on her divine task to crown the Dauphin and drive the English out of France.

Joan's story is one of unwavering faith, courage, and selflessness. Her leadership and victories inspired a nation, and her legacy as the Maid of Orleans continues to be celebrated. Her life, marked by both triumph and tragedy, remains a testament to the power of belief and the impact one person can have on the world.",,,,,,,,,,,,,,,,,,,,,
